id,policyNo,policyType,policyStartDate,policyEndDate,tableName,membershipTypeId,membershipTypeName
195834,null,Warranty,2020-06-25,2024-06-24,memerbership,null,null
195935,null,Warranty,2020-07-09,2024-07-08,memerbership,null,null
196442,RSA27036,RSA Retail,2021-09-25,2024-09-24,memerbership,null,null
196642,RSA62342,RSA Retail,2022-02-02,2025-02-01,memerbership,null,null
196856,RSA53505,RSA Retail,2020-05-18,2024-05-17,memerbership,null,null
197189,RSA27250,RSA Retail,2022-05-18,2025-05-17,memerbership,null,null
197341,RSA62395,RSA Retail,2023-09-18,2024-09-17,memerbership,null,null
197371,RSA53278,RSA Retail,2024-01-09,2025-01-08,memerbership,null,null
198062,RSA48025,RSA Retail,2023-06-05,2024-06-04,memerbership,null,null
198443,,Warranty,2020-05-31,2024-05-30,memerbership,null,null
198444,,Warranty,2020-05-30,2024-05-29,memerbership,null,null
198531,,Warranty,2020-04-27,2024-04-26,memerbership,null,null
198667,,Warranty,2020-06-16,2024-06-15,memerbership,null,null
198680,RSA29434,RSA Retail,2022-10-26,2025-10-25,memerbership,null,null
198885,,Warranty,2020-06-05,2024-06-04,memerbership,null,null
198905,,Warranty,2020-05-12,2024-05-11,memerbership,null,null
199177,RSA62630,RSA Retail,2022-09-24,2024-09-23,memerbership,null,null
200127,,Warranty,2020-04-24,2024-04-23,memerbership,null,null
200206,,Warranty,2020-05-21,2024-05-20,memerbership,null,null
200371,,Warranty,2020-05-30,2024-05-29,memerbership,null,null
200412,,Warranty,2020-06-30,2024-06-29,memerbership,null,null
200426,RSA62254,RSA Retail,2019-08-11,2025-08-10,memerbership,null,null
200456,,Warranty,2020-05-16,2024-05-15,memerbership,null,null
200791,RSA62275,RSA Retail,2021-08-16,2024-08-15,memerbership,null,null
201030,RSA47251,RSA Retail,2022-10-31,2025-10-30,memerbership,null,null
201448,TVSAA-RSA-0322-201448,RSA Retail,2023-10-12,2024-10-11,memerbership,36,Renault 1 Year Plan
206930,RSA52296,RSA Retail,2023-06-01,2024-05-31,memerbership,null,null
207087,,Warranty,2020-06-17,2024-06-16,memerbership,null,null
207656,,Warranty,2020-05-05,2024-05-04,memerbership,null,null
208057,,Warranty,2020-05-09,2024-05-08,memerbership,null,null
208129,RSA54752,RSA Retail,2023-07-01,2024-06-30,memerbership,null,null
208242,RSA57727,RSA Retail,2023-07-01,2024-06-30,memerbership,null,null
208292,RSA58293,RSA Retail,2023-07-30,2024-07-29,memerbership,null,null
208485,RSA57991,RSA Retail,2023-10-05,2024-10-04,memerbership,null,null
208758,,Warranty,2020-06-23,2024-06-22,memerbership,null,null
208815,,RSA Retail,2022-01-08,2024-10-07,memerbership,null,null
307486,TVSAA-RSA-0822-307486,RSA Retail,2022-08-27,2024-08-26,memerbership,37,Renault 2 Year Plan
307487,TVSAA-RSA-0822-307487,RSA Retail,2022-08-27,2024-08-26,memerbership,37,Renault 2 Year Plan
307490,TVSAA-RSA-0822-307490,RSA Retail,2022-08-27,2025-08-26,memerbership,38,Renault 3 Year Plan
307499,TVSAA-RSA-0822-307499,RSA Retail,2022-08-27,2024-08-26,memerbership,37,Renault 2 Year Plan
307501,TVSAA-RSA-0822-307501,RSA Retail,2022-08-27,2024-08-26,memerbership,37,Renault 2 Year Plan
307502,TVSAA-RSA-0822-307502,RSA Retail,2022-08-27,2024-08-26,memerbership,37,Renault 2 Year Plan
309921,TVSAA-RSA-0822-309921,RSA Retail,2022-08-30,2024-08-29,memerbership,37,Renault 2 Year Plan
309922,TVSAA-RSA-0822-309922,RSA Retail,2022-08-30,2024-08-29,memerbership,37,Renault 2 Year Plan
309925,TVSAA-RSA-0822-309925,RSA Retail,2022-01-31,2024-01-30,memerbership,37,Renault 2 Year Plan
309927,TVSAA-RSA-0822-309927,RSA Retail,2024-05-31,2026-05-30,memerbership,37,Renault 2 Year Plan
309929,TVSAA-RSA-0822-309929,RSA Retail,2022-08-31,2025-08-30,memerbership,38,Renault 3 Year Plan
336006,TVSAA-RSA-0922-336006,RSA Retail,2023-09-29,2024-09-28,memerbership,36,Renault 1 Year Plan
352183,TVSAA-RSA-0722-1618370,RSA Retail,2022-07-19,2024-07-18,memerbership,null,null
352234,TVSAA-RSA-0722-1607217,RSA Retail,2022-07-15,2024-07-14,memerbership,null,null
352282,TVSAA-RSA-0422-1291435,RSA Retail,2022-04-25,2025-04-24,memerbership,null,null
352291,,Warranty,2020-05-11,2024-05-10,memerbership,null,null
352305,RSA74674,RSA Retail,2021-07-03,2024-07-02,memerbership,null,null
352348,,Warranty,2020-05-22,2024-05-21,memerbership,null,null
352363,RSA78574,RSA Retail,2021-10-16,2024-10-15,memerbership,null,null
352378,TVSAA-RSA-0522-1386348,RSA Retail,2022-05-22,2025-05-21,memerbership,null,null
352398,TVSAA-RSA-0922-1792399,RSA Retail,2022-09-26,2024-09-25,memerbership,null,null
352401,RSA42825,RSA Retail,2022-04-02,2025-04-01,memerbership,null,null
352600,null,Warranty,2022-04-13,2024-04-13,memerbership,null,null
352604,null,Warranty,2022-05-18,2024-05-18,memerbership,null,null
352619,null,Warranty,2022-05-31,2024-05-31,memerbership,null,null
352628,null,Warranty,2022-05-31,2024-05-31,memerbership,null,null
352630,null,Warranty,2022-05-18,2024-05-18,memerbership,null,null
352638,null,Warranty,2022-04-26,2024-04-26,memerbership,null,null
352640,null,Warranty,2022-05-31,2024-05-31,memerbership,null,null
352642,null,Warranty,2022-05-31,2024-05-31,memerbership,null,null
352644,null,Warranty,2022-04-15,2024-04-15,memerbership,null,null
352646,null,Warranty,2022-05-28,2024-05-28,memerbership,null,null
352647,null,Warranty,2022-10-24,2024-10-24,memerbership,null,null
352650,null,Warranty,2022-06-30,2024-06-30,memerbership,null,null
352651,null,Warranty,2022-04-20,2024-04-20,memerbership,null,null
342444,TVSAA-RSA-1022-342444,RSA Retail,2024-04-01,2026-03-31,memerbership,37,Renault 2 Year Plan
343815,TVSAA-RSA-1022-343815,RSA Retail,2022-12-11,2024-12-10,memerbership,37,Renault 2 Year Plan
350975,TVSAA-RSA-1022-350975,RSA Retail,2022-10-14,2024-10-13,memerbership,37,Renault 2 Year Plan
351034,TVSAA-RSA-1022-351034,RSA Retail,2024-04-01,2025-03-31,memerbership,36,Renault 1 Year Plan
351040,TVSAA-RSA-1022-351040,RSA Retail,2023-10-21,2024-10-20,memerbership,36,Renault 1 Year Plan
351043,TVSAA-RSA-1022-351043,RSA Retail,2023-10-20,2024-10-19,memerbership,36,Renault 1 Year Plan
351056,TVSAA-RSA-1022-351056,RSA Retail,2023-10-21,2025-10-20,memerbership,37,Renault 2 Year Plan
244934,TVSAA-RSA-0622-244934,RSA Retail,2022-06-17,2024-06-16,memerbership,37,Renault 2 Year Plan
244943,TVSAA-RSA-0622-244943,RSA Retail,2022-06-17,2024-06-16,memerbership,37,Renault 2 Year Plan
244944,TVSAA-RSA-0622-244944,RSA Retail,2022-06-17,2024-06-16,memerbership,37,Renault 2 Year Plan
281982,TVSAA-RSA-0722-281982,RSA Retail,2023-07-31,2024-07-30,memerbership,36,Renault 1 Year Plan
